input,class
it was a great stay and all of my travel stress was gone before i left the breakfast was one of a kind,2
afterwards i relaxed in the pool spa with sauna steam bath and massage and tanning,2
worked out in the gym for an hour with great views of the area and the airport,2
the only downside was too few business centers and one was closed,0
nice hotel in a very good location,2
we have stayed in this hotel with my boyfriend during our trip to bilbao,1
the room was quite tiny and with only one window going into the yard so not much light during the daytime,1
but very silent at night,1
the bed was big and really comfortable and the whole room had everything essential minibar tv and a huge bathroom with a bathtube,2
the rooms were very clean and the staff really friendly,2
one should of course mention the location it is top,1
close to all the interesting points in bilbao and still a little bit off the loud tourist track,2
nice hotel excellent cuisine,2
nice and clean hotel,2
first day when we arrived the toilet wasnt clean,0
second day was toilet cleaned and rest of our stay we had no problem with this,2
breakfast is very good dinner is excellent,2
we stayed six night in this hotel and we were very safisfied,2
we really enjoyed our stay,2
hotel full of russians and children,0
hotel was full of badly behaved children who rushed in front of you almost knocking you over,0
the russian parents had no control over them at any time,0
the food was very basic but edible with good bread soup and desserts,2
room was very clean and large with english speaking room boy who was very polite and helpfull,2
the bar staff looked tired and overworked but did make an effort to smile and make nice comments to you once they knew you were english,2
not suitable for couples without children as evening entertainment was almost nill and geared for families,0
dana beach a bit of heaven on earth,2
my husband and i have been staying at the dana beach for nearly 6 years sometimes on our own and sometimes with our family who also visit alone,1
we have sometimes stayed more than once a year so i m sure that says it all,1
there is absolutely nothing to dislike about the hotel,1
it is spotlessly clean food is excellent and staff are all really friendly,2
it is a shame more british people don t visit but this is not a problem they really don t know what they are missing,0
